25000           8268            0               -2031.767958904064 3.668228956858317
25201           8374            0               -1993.8464510884512 3.7143294317192503
25402           8479            0               -1960.635089496071 3.7594780372248757
25600           8580            0               -1951.0356948099293 3.80743776831362
25801           8700            0               -1948.5285814293222 3.860247355302175
26000           8819            0               -1964.308483533145 3.912232208516863
26200           8945            0               -1966.7281048033155 3.967144817180104
26401           9066            0               -1947.3712367765675 4.0197218723429575
26601           9198            0               -1956.2140778138644 4.076923310359319
26800           9315            0               -2003.8120537975344 4.1268018470207855
